for	IN	O
the	DT	O
ocd	NN	O
.	.	O
@	JJ	O
thebeecharmer97	NN	O
@	NNP	O
wyrdotter	NN	O
@	NNP	O
danadelany	NN	O
psssh	NN	O
did	VBD	O
n't	RB	O
levaquin	VB	O
make	VB	O
u	JJ	O
hallucinate	NN	B-NP
?	.	O
girl	JJ	O
u	JJ	O
best	JJS	O
stay	VB	O
away	RB	O
from	IN	O
shrooms	NNS	O
lol	NNS	O
@	NNS	O
kickdblcj	VBP	O
they	PRP	O
increased	VBD	O
my	PRP$	O
celexa	NN	O
.	.	O
took	VBD	O
me	PRP	O
off	RP	O
seroquel	NN	O
because	IN	O
it	PRP	O
was	VBD	O
screwing	VBG	B-NP
with	IN	I-NP
my	PRP$	I-NP
memory	NN	I-NP
.	.	O
i	NN	O
go	VBP	O
back	RB	O
in	IN	O
two	CD	O
weeks	NNS	O
to	TO	O
see	VB	O
how	WRB	O
its	PRP$	O
goin	NN	O
@	NN	O
_nmay	VBZ	O
thanks	NNS	O
for	IN	O
posting	VBG	O
this	DT	O
!	.	O
have	VBP	O
often	RB	O
wondered	VBN	O
about	IN	O
new	JJ	O
oacs	NNS	O
like	IN	O
dabigatran	NN	O
and	CC	O
bleeding	NN	O
crises	NNS	O
.	.	O
lamictal	JJ	O
dosage	NN	O
increases	NNS	O
kind	NN	O
of	IN	O
wreck	NN	B-NP
my	PRP$	I-NP
head	NN	I-NP
for	IN	O
a	DT	O
day	NN	O
or	CC	O
two	CD	O
.	.	O
but	CC	O
they	PRP	O
also	RB	O
make	VBP	O
me	PRP	O
super	JJ	O
productive	JJ	O
as	RB	O
long	RB	O
as	IN	O
i	NN	O
can	MD	O
do	VB	O
things	NNS	O
slowly	RB	O
.	.	O
@	RB	O
factive	JJ	O
ahahaha	NN	O
oops	NNS	O
.	.	O
well	RB	O
,	,	O
i	JJ	O
sure	VBP	O
put	VBN	O
my	PRP$	O
foot	NN	O
in	IN	O
my	PRP$	O
mouth	NN	O
,	,	O
did	VBD	O
n't	RB	O
i	VB	O
?	.	O
:	:	O
)	)	O
@	JJ	O
simbukha	NN	O
hey	NN	O
sim	NN	O
!	.	O
i	NN	O
never	RB	O
chat	WP	O
wth	VBD	O
u	JJ	O
via	IN	O
dis	JJ	O
social	JJ	O
netwek	NN	O
,	,	O
r	NN	O
u	JJ	O
great	JJ	O
dou	NN	O
?	.	O
@	JJ	O
cypro	NN	O
rt	NN	O
@	JJ	O
bromethazine	NN	O
:	:	O
my	PRP$	O
life	NN	O
can	MD	O
be	VB	O
divided	VBN	O
into	IN	O
pre-seroquel	JJ	O
and	CC	O
post-seroquel	JJ	O
epochs	NN	O
i	NN	O
had	VBD	O
quit	NN	O
that	IN	O
psycho	JJ	O
#	#	O
bigpharma	NN	O
pill	NN	O
cold	JJ	O
turkey	NN	O
.	.	O
seroquel	JJ	O
-	:	O
but	CC	O
things	NNS	O
are	VBP	O
so	RB	O
fucking	JJ	O
rough	JJ	O
right	NN	O
now	RB	O
my	PRP$	O
trazodone	NN	O
be	VB	O
having	VBG	O
me	PRP	O
dream	IN	B-NP
all	DT	I-NP
types	NNS	I-NP
of	IN	I-NP
crazy	NN	I-NP
.	.	O
great..	NN	O
i	NNS	O
have	VBP	O
hives	VBN	B-NP
up	RP	O
and	CC	O
down	IN	O
my	PRP$	O
legs	NN	O
from	IN	O
this	DT	O
gosh	NN	O
dang	VBZ	O
trazodone	NN	O
?	.	O
i	NN	O
hope	VBP	O
this	DT	O
annual	JJ	O
cipro	NN	O
diet	JJ	O
tradition	NN	O
doesn�t	VBZ	O
become	VB	O
a	DT	O
tradit�	JJ	O
damnit	NN	O
.	.	O
lucidity	NN	B-NP
rn	NN	O
is	VBZ	O
probably	RB	O
some	DT	O
med	VBD	O
's	POS	O
fault	NN	O
...	:	O
with	IN	O
my	PRP$	O
luck	NN	O
probably	RB	O
klonopin	NNS	O
and	CC	O
not	RB	O
seroquel	VB	O
@	JJ	O
psychiatrysho	NN	O
partly	RB	O
true	JJ	O
but	CC	O
olanzapine	NN	O
is	VBZ	O
the	DT	O
worst	JJS	O
ever	RB	O
for	IN	O
inducing	VBG	O
carb	JJ	B-NP
cravings	NNS	I-NP
for	IN	O
some	DT	O
unfortunate	JJ	O
ppl	NN	O
serequel	NN	O
and	CC	O
clozaril	VB	O
a	DT	O
2nd	CD	O
going	VBG	O
back	RB	O
to	TO	O
bed	NN	O
for	IN	O
a	DT	O
nap	NN	O
.	.	O
seroquel	NN	O
has	VBZ	O
turned	VBN	O
me	PRP	O
into	IN	O
a	DT	O
zombie	NN	B-NP
again	RB	O
today	NN	O
.	.	O
@	JJ	O
rickywarwick	NN	O
so	RB	O
true	JJ	O
ricky	NN	O
!	.	O
i	JJ	O
went	VBD	O
into	IN	O
anaphylactic	JJ	B-NP
shock	NN	I-NP
&	CC	O
amp	NN	O
;	:	O
almost	RB	B-NP
died	VBD	I-NP
from	IN	O
taking	VBG	O
cipro	JJ	O
!	.	O
dangerous	JJ	O
drug	NN	O
-	:	O
be	VB	O
careful	JJ	O
!	.	O
!	.	O
take	VB	O
care	NN	O
.	.	O
@	JJ	O
supernannykenz	NN	O
i	NN	O
pray	VBP	O
you	PRP	O
can	MD	O
stay	VB	O
off	RB	O
too	RB	O
!	.	O
hoping	VBG	O
to	TO	O
back	VB	O
off	RP	O
my	PRP$	O
dose	JJ	O
some	DT	O
when	WRB	O
the	DT	O
enbrel	NN	O
works	VBZ	O
:	:	O
)	)	O
to	TO	O
run	VB	O
ahhhhh	RP	O
would	MD	O
be	VB	O
dreamy	JJ	O
.	.	O
i	NN	O
stopped	VBD	O
taking	VBG	O
my	PRP$	O
seroquel	NN	O
because	IN	O
i	JJ	O
hate	VBP	O
it	PRP	O
.	.	O
i	VB	O
can	MD	O
barely	RB	B-NP
function	VB	I-NP
on	IN	O
it	PRP	O
,	,	O
hopefully	RB	O
my	PRP$	O
cpn	NN	O
&	CC	O
amp	NN	O
;	:	O
psychiatrist	NN	O
can	MD	O
advise	VB	O
a	DT	O
'nicer	NN	O
'	POS	O
med	NN	O
.	.	O
i	NN	O
ca	MD	O
n't	RB	O
even	RB	O
fucking	VBG	O
restrict	NN	O
anymore	RB	O
.	.	O
i	VB	O
just	RB	B-NP
eat	NN	I-NP
,	,	I-NP
and	CC	I-NP
eat	NN	I-NP
.	.	O
maybe	VB	O
it	PRP	O
's	VBZ	O
bc	NN	O
of	IN	O
the	DT	O
zyprexa	NN	O
.	.	O
the	DT	O
other	JJ	O
med	NN	O
should	MD	O
help	VB	O
with	IN	O
that	DT	O
,	,	O
but	CC	O
idk	NN	O
.	.	O
promise	NN	O
,	,	O
brownies	NNS	O
honor	VBP	O
i	JJ	O
'm	VBP	O
not	RB	O
stupid	JJ	O
,	,	O
i	NNS	O
have	VBP	O
been	VBN	O
forgetting	VBG	B-NP
everything	NN	O
lately	RB	O
#	#	O
paxil	NN	O
things	NNS	O
no	DT	O
19	CD	O
year	NN	O
old	JJ	O
should	MD	O
be	VB	O
excited	VBN	O
about	IN	O
except	IN	O
i	JJ	O
am	VBP	O
:	:	O
finally	RB	O
starting	VBG	O
enbril	NN	O
!	.	O
rt	NN	O
@	JJ	O
juliamoskin	NN	O
:	:	O
#	#	O
pauladeen	NN	O
may	MD	O
have	VB	O
been	VBN	O
paid	VBN	O
$	$	O
6	CD	O
million	CD	O
for	IN	O
her	PRP$	O
endorsement	NN	O
of	IN	O
victoza	NN	O
.	.	O
drug	NN	O
maker	NN	O
suspends	VBZ	O
deal	NN	O
with	IN	O
deen	NN	O
--	:	O
http	NN	O
:	:	O
//t.co/�	NN	O
@	JJ	O
glass1ncision	NN	O
-nods-	IN	O
my	PRP$	O
zombie-ness	NN	B-NP
when	WRB	O
i	NN	O
first	RB	O
wake	VB	O
up	RP	O
in	IN	O
the	DT	O
morning	NN	O
is	VBZ	O
mostly	RB	O
from	IN	O
my	PRP$	O
nightly	RB	O
meds	VBZ	O
too	RB	O
(	(	O
seroquel	NN	O
)	)	O
.	.	O
rt	NN	O
@	NN	O
swog	NN	O
:	:	O
#	#	O
s1202	NN	O
ph	NN	O
iii	NN	O
study	NN	O
now	RB	O
open	VBZ	O
at	IN	O
38	CD	O
sites	NNS	O
,	,	O
w	RB	O
more	RBR	O
every	DT	O
day	NN	O
:	:	O
duloxetine	NN	O
for	IN	O
ai-induced	JJ	O
pain	NN	O
in	IN	O
#	#	O
breastcancer	NN	O
#	#	O
swogonc	JJ	O
http	NN	O
:	:	O
//t.co/�	NN	O
@	JJ	O
psychcentral	JJ	O
olanzapine	NN	O
made	VBD	O
me	PRP	O
gain	VB	B-NP
20	CD	I-NP
lbs	NN	I-NP
in	IN	O
a	DT	O
few	JJ	O
months	NNS	O
,	,	O
plus	CC	O
it	PRP	O
gave	VBD	O
me	PRP	O
bad	JJ	O
acne	NN	B-NP
breakouts	NNS	O
.	.	O
had	VBD	O
to	TO	O
beg	VB	O
my	PRP$	O
old	JJ	O
shrink	NN	O
to	TO	O
take	VB	O
me	PRP	O
off	IN	O
it	PRP	O
cipro	NN	O
makes	VBZ	O
my	PRP$	O
nose	JJ	B-NP
feel	NN	I-NP
like	IN	I-NP
its	PRP$	I-NP
bleeding	NN	I-NP
.	.	O
but	CC	O
it	PRP	O
's	VBZ	O
not	RB	O
.	.	O
#	#	O
phantomsangre	NN	O
@	NN	O
loveone_another	NN	O
:	:	O
i	NN	O
'm	VBP	O
lowkey	JJ	O
pill	NN	O
junkie	NN	O
.	.	O
&	CC	O
gt	NN	O
;	:	O
.	.	O
&	CC	O
lt	NN	O
;	:	O
vivance	NN	O
,	,	O
xanax	NNP	O
,	,	O
hydro	NN	O
's	POS	O
and	CC	O
trazodone	NN	O
are	VBP	O
my	PRP$	O
faves	NNS	O
#	#	O
quetiapine	NN	O
is	VBZ	O
not	RB	O
doing	VBG	O
me	PRP	O
any	DT	O
favors	NNS	O
#	#	O
ifeelsick	NN	O
rt	NN	O
@	NN	O
jphaddadio	NN	O
:	:	O
the	DT	O
commercial	NN	O
said	VBD	O
enbrel	NNS	O
can	MD	O
cure	VB	O
your	PRP$	O
plaque	NN	O
psoriasis	NN	O
and	CC	O
the	DT	O
only	JJ	O
side	NN	O
effects	NNS	O
are	VBP	O
cancer	NN	O
,	,	O
hepatitis	NN	O
b	NN	O
and	CC	O
multiple	JJ	O
sc�	NN	O
are	VBP	O
you	PRP	O
like	IN	O
on	IN	O
paxil	NN	O
or	CC	O
something	NN	O
?	.	O
because	IN	O
you	PRP	O
have	VBP	O
n't	RB	O
had	VBD	O
a	DT	O
meltdown	NN	O
and	CC	O
you	PRP	O
do	VBP	O
n't	RB	O
get	VB	O
worked	VBN	O
up	RP	O
anymore	RB	O
@	JJ	O
shiftms	NN	O
@	NNP	O
positiveaboutms	VBZ	O
question	NN	O
about	IN	O
sleeping	VBG	O
probs	NN	O
at	IN	O
night	NN	O
.	.	O
anyone	NN	O
else	RB	O
encountering	VBG	O
this	DT	O
?	.	O
baclofen	NN	O
perhaps	RB	O
?	.	O
cheers	NNS	O
x	VBP	O
#	#	O
fda	NN	O
has	VBZ	O
approved	VBN	O
paroxetine	NN	O
(	(	O
ssri	NN	O
)	)	O
,	,	O
to	TO	O
treat	VB	O
moderate	JJ	O
to	TO	O
severe	VB	O
hot	JJ	O
flashes	NNS	O
associated	VBN	O
with	IN	O
menopause	NN	O
.	.	O
this	DT	O
levofloxacin	NN	O
got	VBD	O
me	PRP	O
feeling	VBG	O
sick	JJ	B-NP
to	TO	I-NP
my	PRP$	I-NP
stomach	NN	I-NP
!	.	O
!	.	O
ugh	JJ	O
!	.	O
!	.	O
@	JJ	O
amybadkin	NN	O
at	IN	O
the	DT	O
end	NN	O
of	IN	O
most	JJS	O
working	JJ	O
days	NNS	O
!	.	O
i	NN	O
still	RB	O
have	VBP	O
to	TO	O
nap	VB	B-NP
loads	NNS	O
just	RB	O
to	TO	O
get	VB	O
through	IN	O
a	DT	O
week	NN	O
.	.	O
some	DT	O
days	NNS	O
better	JJR	O
than	IN	O
others	NNS	O
#	#	O
enbrel	NN	O
really	RB	O
bad	JJ	O
rls	NNS	O
fron	VBP	O
seroquel	NN	O
:	:	O
(	(	O
the	DT	O
fluoroquinolone	NN	O
syndrome	NN	O
&	CC	O
lt	NN	O
;	:	O
-have	CC	O
you	PRP	O
experienced	JJ	O
side	JJ	O
effects	NNS	O
from	IN	O
taking	VBG	O
quinolones	NNS	O
antibiotics	NNS	O
(	(	O
e.g	NN	O
.	.	O
cipro	NN	O
)	)	O
?	.	O
rt	NN	O
@	JJ	O
theannals	NNS	O
:	:	O
the	DT	O
role	NN	O
of	IN	O
denosumab	NN	O
for	IN	O
prevention	NN	O
of	IN	O
skeletal-related	JJ	O
complications	NNS	O
in	IN	O
multiple	JJ	O
myeloma	NN	O
(	(	O
july/august	NN	O
)	)	O
:	:	O
obje	NN	O
...	:	O
http	NN	O
:	:	O
//t.c�	NN	O
rt	NN	O
@	JJ	O
silkius	NN	O
:	:	O
@	JJ	O
ouch_uk	MD	O
didnt	VB	O
know	FW	O
lamotrigine	NN	O
was	VBD	O
addictive	JJ	B-NP
stopped	VBD	O
as	IN	O
didnt	JJ	O
think	VBP	O
were	VBD	O
helping	VBG	O
@	NNP	O
clusterheads	NNS	O
3	CD	B-NP
days	NNS	I-NP
of	IN	I-NP
hell	NN	I-NP
before	IN	O
realized�	NN	O
levaquin	NN	O
sucks	NNS	O
so	RB	O
much	JJ	O
i	NN	O
'm	VBP	O
coming	VBG	O
off	RP	O
it	PRP	O
.	.	O
next	JJ	O
up	IN	O
:	:	O
cipro	NN	O
.	.	O
ca	MD	O
n't	RB	O
we	PRP	O
just	RB	O
take	VBP	O
the	DT	O
damned	JJ	O
kidney	NN	O
out	IN	O
?	.	O
?	.	O
?	.	O
#	#	O
oknotreally	RB	O
@	JJ	O
cheer_bear13	NN	O
am	VBP	O
on	IN	O
300mg	CD	O
quetiapine	NN	O
.	.	O
mainly	RB	O
tiredness	IN	B-NP
it	PRP	O
causes	VBZ	O
with	IN	O
me	PRP	O
.	.	O
so	RB	O
i	JJ	O
ran	VBD	O
out	IN	O
of	IN	O
victoza	NN	O
before	IN	O
payday	NN	O
&	CC	O
amp	NN	O
;	:	O
restarted	VBN	O
it	PRP	O
yesterday	NN	O
.	.	O
bleh	NN	O
:	:	O
nausea	NN	B-NP
.	.	O
it	PRP	O
did	VBD	O
help	VB	O
me	PRP	O
lose	VB	O
@	$	O
10	CD	O
lbs	NN	O
.	.	O
but	CC	O
i	JJ	O
found	VBD	O
3	CD	O
when	WRB	O
i	NN	O
ran	VBD	O
out	RP	O
.	.	O
i	NNS	O
do	VBP	O
n't	RB	O
want	VB	O
to	TO	O
take	VB	O
my	PRP$	O
humira	NN	O
at	IN	O
all	PDT	O
the	DT	O
pain	NN	O
is	VBZ	O
always	RB	O
unbearable	JJ	O
and	CC	O
i	JJ	O
do	VBP	O
n't	RB	O
wan	VB	O
na	TO	O
lester	NN	O
holt	NN	O
nbc	NN	O
just	RB	O
hyped	VBD	O
a	DT	O
``	``	O
new	JJ	O
drug	NN	O
''	''	O
for	IN	O
hot	JJ	O
flashes	NNS	O
;	:	O
not	RB	O
a	DT	O
new	JJ	O
drug	NN	O
,	,	O
it	PRP	O
is	VBZ	O
simply	RB	O
paroxetine	JJ	O
rebranded	VBN	O
.	.	O
nbc	JJ	O
needs	VBZ	O
new	JJ	O
science	NN	O
editor	NN	O
!	.	O
so..	VB	O
the	DT	O
humira	NN	O
commercial	NN	O
said	VBD	O
``	``	O
i	JJ	O
went	VBD	O
to	TO	O
my	PRP$	O
dermatologists	NNS	O
&	CC	O
amp	NN	O
;	:	O
she	PRP	O
assigned	VBD	O
me	PRP	O
humira	NN	O
.	.	O
''	''	O
i	NN	O
said	VBD	O
``	``	O
y	NN	O
did	VBD	O
n't	RB	O
she	PRP	O
give	VB	O
it	PRP	O
2	CD	O
u	JJ	O
in	IN	O
the	DT	O
1st	JJ	O
place	NN	O
?	.	O
''	''	O
it	PRP	O
was	VBD	O
6th	CD	O
period	NN	O
when	WRB	O
i	NN	O
was	VBD	O
still	RB	O
fucked	VBN	B-NP
up	RP	I-NP
off	IN	O
them	PRP	O
vicodins	VBZ	O
&	CC	O
amp	NN	O
;	:	O
seroquel	NN	O
.	.	O
i	JJ	O
remember	VBP	O
it	PRP	O
was	VBD	O
lunch	JJ	O
&	CC	O
amp	NN	O
;	:	O
i	NN	O
left	VBD	O
because	IN	O
something	NN	O
pissed	VBD	O
me	PRP	O
off	RP	O
.	.	O
@	JJ	O
anarchasxworker	NN	O
coming	VBG	B-NP
off	RP	I-NP
effexor	NN	I-NP
was	VBD	I-NP
the	DT	I-NP
worst	JJS	I-NP
ever	RB	O
.	.	O
even	RB	O
my	PRP$	O
doctor	NN	O
was	VBD	O
terrified	VBN	O
of	IN	O
me	PRP	O
doing	VBG	O
it	PRP	O
but	CC	O
the	DT	O
side	NN	O
effects	NNS	O
left	VBD	O
me	PRP	O
no	DT	O
choice	NN	O
.	.	O
rt	NN	O
@	VBZ	O
dmpharmresearch	NN	O
:	:	O
@	JJ	O
nejm	NN	O
publishes	NNS	O
exciting	VBG	O
phiii	JJ	O
trial	NN	O
results	NNS	O
for	IN	O
#	#	O
eliquis	NN	O
(	(	O
apixaban	NN	O
)	)	O
suggesting	VBG	O
a	DT	O
hopeful	JJ	O
alternative	NN	O
for	IN	O
vte	JJ	O
#	#	O
isth20�	NN	O
rt	NN	O
@	NN	O
ocd_guy	NN	O
:	:	O
restless	NN	O
leg	NN	O
syndrome	NN	O
is	VBZ	O
bad	JJ	O
tonight	NN	O
.	.	O
damn	NN	O
you	PRP	O
fluoxetine	VBP	O
.	.	O
sabril	NN	O
was	VBD	O
found	VBN	O
to	TO	O
cause	VB	O
blindness	NN	O
a	DT	O
few	JJ	O
years	NNS	O
ago	RB	O
#	#	O
panorama	NN	O
scared	VBN	O
of	IN	O
my	PRP$	O
#	#	O
humira	NN	O
.	.	O
keep	VB	O
feeling	NN	O
like	IN	B-NP
i	NN	I-NP
'm	VBP	I-NP
having	VBG	I-NP
a	DT	I-NP
heart	NN	I-NP
attack	NN	I-NP
or	CC	O
panic	JJ	B-NP
attack	NN	I-NP
.	.	O
anyone	NN	O
else	RB	O
have	VBP	O
these	DT	O
problems	NNS	O
?	.	O
#	#	O
crohns	JJ	O
#	#	O
ra	NN	O
#	#	O
help	NN	O
taking	VBG	O
effexor	NN	O
,	,	O
drinking	VBG	O
ice	NN	O
water	NN	O
,	,	O
taking	VBG	O
a	DT	O
cool	JJ	O
shower	NN	O
right	NN	O
before	IN	O
bedtime	NN	O
and	CC	O
not	RB	O
drying	VBG	O
my	PRP$	O
hair	NN	O
,	,	O
and	CC	O
running	VBG	O
the	DT	O
ceiling	NN	O
fan	NN	O
on	IN	O
high	JJ	O
.	.	O
@	NN	O
got_drums	NNS	O
if	IN	O
i	NNS	O
were	VBD	O
to	TO	O
find	VB	O
you	PRP	O
at	IN	O
paxil	NN	O
would	MD	O
you	PRP	O
let	VB	O
me	PRP	O
stroke	VB	O
your	PRP$	O
beard	NN	O
?	.	O
#	#	O
beingacreep	NN	O
fed	VBN	O
up	IN	O
of	IN	O
aching	VBG	O
bones	NNS	O
:	:	O
(	(	O
wonder	VB	O
drugs	NNS	O
work	VB	O
some	DT	O
magic	JJ	O
please	NN	O
.	.	O
#	#	O
rheumatoidarthritis	NN	O
#	#	O
enbrel	NN	O
before	IN	O
taking	VBG	O
humira	NN	O
you	PRP	O
have	VBP	O
to	TO	O
report	VB	O
to	TO	O
your	PRP$	O
doc	NN	O
whether	IN	O
youv	NN	O
'	''	O
e	NN	O
had	VBD	O
``	``	O
certain	JJ	O
fungal	JJ	O
infections	NNS	O
.	.	O
''	''	O
uh	JJ	O
huh	NN	O
...	:	O
cuz	VBZ	O
that	DT	O
's	VBZ	O
not	RB	O
too	RB	O
vague	JJ	O
.	.	O
@	NN	O
msbecker	NN	O
that	WDT	O
's	VBZ	O
what	WP	O
u	NN	O
used	VBN	O
to	TO	O
take	VB	O
that	DT	O
has	VBZ	O
wt	JJR	B-NP
loss	NN	I-NP
as	IN	O
a	DT	O
side	NN	O
``	``	O
benefit	NN	O
''	''	O
.	.	O
tell	VB	O
ur	JJ	O
dr	NN	O
fuck	NN	O
abilify	NN	O
,	,	O
i	NN	O
want	VBP	O
me	PRP	O
some	DT	O
lamictal	NN	O
.	.	O
the	DT	O
fluoroquinolone	NN	O
syndrome	NN	O
&	CC	O
lt	NN	O
;	:	O
-have	CC	O
you	PRP	O
experienced	JJ	O
side	JJ	O
effects	NNS	O
from	IN	O
taking	VBG	O
quinolones	NNS	O
antibiotics	NNS	O
(	(	O
e.g	NN	O
.	.	O
cipro	NN	O
)	)	O
?	.	O
@	NN	O
njmanura	NN	O
zyprexa	NN	O
had	VBD	O
me	PRP	O
sleep	JJ	B-NP
walking	NN	I-NP
!	.	O
!	.	O
!	.	O
what	WP	O
i	VBZ	O
lack	VBP	O
in	IN	O
money	NN	O
and	CC	O
personality	NN	O
,	,	O
i	NNS	O
make	VBP	O
up	RP	O
for	IN	O
in	IN	O
paxil	NN	O
induced	JJ	O
impotency	NN	B-NP
down	RB	O
to	TO	O
just	RB	O
one	CD	O
tiny	JJ	O
dose	NN	O
of	IN	O
effexor	JJ	O
each	DT	O
night	NN	O
now	RB	O
.	.	O
today	NN	O
wasnt	VBD	O
too	RB	O
bad	JJ	O
in	IN	O
terms	NNS	O
of	IN	O
anxiety	NN	O
&	CC	O
amp	NN	O
;	:	O
depression	NN	O
,	,	O
but	CC	O
irritability	NN	B-NP
?	.	O
woosh	NN	O
!	.	O
!	.	O
way	NN	O
up	IN	O
allergic	JJ	O
reaction	NN	O
to	TO	O
#	#	O
lamotrigine	NN	O
.	.	O
feel	VB	O
free	JJ	O
to	TO	O
share	NN	O
&	CC	O
amp	NN	O
;	:	O
distribute	NN	O
.	.	O
kill	VB	O
#	#	O
bigpharma	NN	O
before	IN	O
it	PRP	O
kills	VBZ	O
us	PRP	O
.	.	O
http	NN	O
:	:	O
//t.co/bkqnqwy5nk	NN	O
going	VBG	O
to	TO	O
bed	VB	O
with	IN	O
a	DT	O
nicotine	JJ	O
patch	NN	O
on	IN	O
...	:	O
i	NN	O
really	RB	O
hope	VBP	O
i	NNS	O
do	VBP	O
n't	RB	O
have	VB	O
a	DT	O
nightmare	NN	B-NP
...	:	O
...	:	O
.	.	O
the	DT	O
score	NN	O
to	TO	O
carl	VB	O
sagan	NN	O
's	POS	O
'cosmos	NNP	O
'	POS	O
is	VBZ	O
like	IN	O
prozac	NN	O
to	TO	O
me	PRP	O
.	.	O
#	#	O
sagan	JJ	O
#	#	O
science	NN	O
#	#	O
space	NN	O
why	WRB	O
is	VBZ	O
my	PRP$	O
brain	NN	B-NP
so	RB	I-NP
retarded	VBD	I-NP
when	WRB	O
my	PRP$	O
vyvanse	NN	O
wears	VBZ	O
off	IN	O
?	.	O
@	NN	O
reditlhabi	NN	O
after	IN	O
holding	VBG	O
for	IN	O
2	CD	O
hours	NNS	O
on	IN	O
#	#	O
cipc	JJ	O
#	#	O
cipro	NN	O
,	,	O
the	DT	O
consultant	NN	O
just	RB	O
greeted	VBN	O
,	,	O
asked	VBD	O
my	PRP$	O
problem	NN	O
and	CC	O
dropped	VBD	O
the	DT	O
phone	NN	O
!	.	O
!	.	O
!	.	O
!	.	O
!	.	O
!	.	O
!	.	O
!	.	O
!	.	O
!	.	O
all	DT	O
i	NNS	O
have	VBP	O
to	TO	O
say	VB	O
is	VBZ	O
cipro	JJ	O
will	MD	O
mess	VB	O
you	PRP	O
up	RP	O
kids	NNS	O
.	.	O
do	VBP	O
n't	RB	O
get	VB	O
sick	JJ	O
!	.	O
#	#	O
blagh	JJ	O
#	#	O
gross	JJ	O
#	#	O
weak	JJ	B-NP
ssri	JJ	O
birth	NN	O
injury	NN	O
drugs	NNS	O
:	:	O
celexa	NN	O
,	,	O
effexor	NN	O
,	,	O
lexapro	FW	O
,	,	O
paxil	NN	O
,	,	O
prozac	NN	O
,	,	O
and	CC	O
zoloft	NNP	O
.	.	O
call	NN	O
now	RB	O
to	TO	O
speak	VB	O
with	IN	O
an	DT	O
attorney	NN	O
.	.	O
1.888.520.5202	CD	O
.	.	O
@	NN	O
mewtopia	NN	O
...	:	O
face	NN	O
.	.	O
and	CC	O
quetiapine	VB	O
slightly	RB	O
increases	VBZ	O
sun	JJ	B-NP
sensitivity	NN	I-NP
too	RB	O
.	.	O
@	JJ	O
lunkendrush	NN	O
i	NN	O
've	VBP	O
heard	VBN	O
of	IN	O
the	DT	O
topamax	NN	O
.	.	O
right	RB	O
now	RB	O
i	VBP	O
'm	VBP	O
on	IN	O
40	CD	O
mg	NN	O
of	IN	O
prozac	NN	O
,	,	O
100	CD	O
mg	NN	O
of	IN	O
trazadone	NN	O
and	CC	O
75mg	CD	O
of	IN	O
hydroxizine	NN	O
or	CC	O
however	RB	O
you	PRP	O
spell	VBP	O
@	JJ	O
catthoma	NN	O
right	NN	O
,	,	O
some	DT	O
ssris	NN	O
are	VBP	O
used	VBN	O
for	IN	O
cataplexy	NN	O
,	,	O
as	IN	O
is	VBZ	O
effexor	JJ	O
.	.	O
can	MD	O
be	VB	O
tricky	JJ	O
to	TO	O
wean	VB	O
off	RP	O
without	IN	O
rebound	NN	B-NP
.	.	O
#	#	O
nchat	IN	O
mark	NN	O
munoz	NN	O
plans	NNS	O
on	IN	O
taking	VBG	O
paxil	NN	O
inbetween	JJ	O
rounds	NNS	O
.	.	O
#	#	O
ufc162	JJ	O
taking	VBG	O
trazodone	NN	O
and	CC	O
literally	RB	O
passing	VBG	B-NP
out	RP	I-NP
on	IN	O
the	DT	O
bathroom	NN	O
floor	NN	O
yeah	NN	O
that	WDT	O
shit	VBD	O
happens	NNS	O
@	NN	O
jessielee122	NN	O
you	PRP	O
can	MD	O
say	VB	O
that	DT	O
again	RB	O
!	.	O
i	NN	O
trusted	VBD	O
my	PRP$	O
doc	NN	O
and	CC	O
ended	VBD	O
up	RB	O
crippled	JJ	B-NP
thanks	NNS	O
to	TO	O
just	RB	O
12	CD	O
cipro	JJ	O
pills	NNS	O
.	.	O
going	VBG	O
on	IN	O
4	CD	O
years	NNS	O
now	RB	O
.	.	O
@	JJ	O
doctormcpa	NN	O
@	NNP	O
sarahrnay	NN	O
am	VBP	O
i	JJ	O
reading	NN	O
this	DT	O
correctly	NN	O
...	:	O
are	VBP	O
you	PRP	O
prescribing	VBG	O
cipro	NNS	O
for	IN	O
simple	JJ	O
utis	NN	O
?	.	O
?	.	O
trazodone	NN	O
hangover	NN	B-NP
and	CC	O
dry	JJ	B-NP
eyes	NNS	I-NP
i	NN	O
hate	VBP	O
my	PRP$	O
new	JJ	O
medication	NN	O
.	.	O
it	PRP	O
makes	VBZ	O
me	PRP	O
feel	VB	O
hungry	JJ	B-NP
:	:	O
-	:	O
(	(	O
#	#	O
quetiapine	NN	O
things	NNS	O
which	WDT	O
are	VBP	O
the	DT	O
spawn	NN	O
of	IN	O
satin	NN	O
:	:	O
mosquitoes	NNS	O
,	,	O
bananas	NNS	O
,	,	O
facebook	NN	O
,	,	O
paxil	NN	O
withdrawal	NN	B-NP
symptoms	NNS	O
.	.	O
#	#	O
bewareofsatin	NN	O
@	JJ	O
rogerrdharris	NN	O
@	NNP	O
rfdsdoc	NN	O
@	NNP	O
toxtalk	NN	O
@	NNP	O
poisonreview	NN	O
cause	NN	O
here	RB	O
is	VBZ	O
baclofen	JJ	O
toxicity	NN	O
(	(	O
mostly	RB	O
)	)	O
not	RB	O
bd.no	JJ	O
plausible	JJ	O
cause	NN	O
but	CC	O
testing	NN	O
was	VBD	O
done	VBN	O
,	,	O
